,일자,요일,본사정원수,본사휴가자수,본사출장자수,본사시간외근무명령서승인건수,현본사소속재택근무자수,밥,국,메인,중식계,석식계
1087,2020-07-29,수,2997,256,233,11,150.0,밥,참치파개장,오징어불고기,871.0,280.0
1088,2020-07-30,목,2997,346,242,395,130.0,타워함박스테이크,크림스프/추가밥,알리오올리오파스타,704.0,426.0
1089,2020-07-31,금,2997,496,261,0,125.0,밥,짬뽕순두부찌개,꽁치양파조림,477.0,231.0
1090,2020-08-03,월,2989,494,155,446,115.0,밥,꽃게탕,춘천닭갈비,1033.0,440.0
1091,2020-08-04,화,2989,464,172,463,115.0,밥,계란파국,고구마치즈돈까스,776.0,446.0
1092,2020-08-05,수,2989,490,182,7,115.0,오리훈제볶음밥,미소장국,샤워크림새우,720.0,337.0
1093,2020-08-06,목,2989,482,218,364,109.0,밥,감자만두국,등심찹쌀꿔바로우,763.0,373.0
1094,2020-08-07,금,2989,605,239,1,142.0,폭탄주먹밥,꼬치어묵국,매운떡볶이,476.0,261.0
1095,2020-08-10,월,2989,476,191,548,95.0,카레라이스,우동국물,비빔채소만두,1011.0,520.0
1096,2020-08-11,화,2989,456,188,465,102.0,밥,아욱국,묵은지닭볶음탕,805.0,342.0
1097,2020-08-12,수,2989,449,213,12,111.0,밥,두부된장찌개,돈육고추장불고기,701.0,337.0
1098,2020-08-13,목,2989,504,245,353,112.0,밥,소고기무국,삼치엿장구이,594.0,270.0
1099,2020-08-14,금,2989,644,256,1,116.0,계란볶음밥,숙주고기짬뽕,고추잡채,477.0,212.0
1100,2020-08-18,화,2989,469,195,534,105.0,쇠고기규동덮밥,미소장국,숯불양념꼬치어묵,971.0,501.0
1101,2020-08-19,수,2989,420,227,10,126.0,청양멸치주먹밥,유부우동국물,비빔칼국수,801.0,375.0
1102,2020-08-20,목,2989,390,232,477,125.0,밥,오징어무국,치킨까스*소스,749.0,433.0
1103,2020-08-21,금,2989,497,249,0,149.0,밥,김치수제비국,갈치조림,514.0,240.0
1104,2020-08-24,월,2989,302,185,683,249.0,산채비빔밥,팽이장국,주꾸미볶음,1178.0,608.0
1105,2020-08-25,화,2989,219,190,757,285.0,밥,감자고추장찌개,언양식바싹불고기,1046.0,632.0
1106,2020-08-26,수,2989,215,197,2,363.0,밥,냉메밀소바,돈육가지두반장볶음,897.0,495.0
1107,2020-08-27,목,2989,205,211,575,316.0,밥,잡채말이어묵국,오리훈제마늘볶음,963.0,522.0
1108,2020-08-28,금,2989,320,230,0,297.0,밥,콩가루배추국,아쿠아돈까스,784.0,354.0
1109,2020-08-31,월,2989,183,163,648,464.0,밥,김치두부국,제육간장불고기,1243.0,649.0
1110,2020-09-01,화,3132,73,111,630,527.0,밥,육개장,가자미엿장구이,1021.0,497.0
1111,2020-09-02,수,3132,78,155,0,522.0,밥,미역국,닭볶음탕,1006.0,390.0
1112,2020-09-03,목,3132,119,195,531,511.0,밥,유부주머니우동국,새우까스*소스,924.0,445.0
1113,2020-09-04,금,3132,208,221,3,462.0,밥,부대찌개,꽁치한마리구이,746.0,341.0
1114,2020-09-07,월,3132,122,163,774,439.0,밥,얼큰감자국,안동찜닭,1186.0,603.0
1115,2020-09-08,화,3132,91,173,730,441.0,밥,열무된장국,우불고기,986.0,478.0
1116,2020-09-09,수,3132,102,180,3,424.0,밥,동태매운탕,궁중떡볶이,965.0,374.0
1117,2020-09-10,목,3132,106,220,600,430.0,충무김밥,우동장국,오징어무침,881.0,514.0
1118,2020-09-11,금,3132,211,259,2,376.0,밥,소고기무국,삼치구이,661.0,287.0
1119,2020-09-14,월,3132,102,188,725,368.0,밥,미역국,오징어채소볶음,1191.0,547.0
1120,2020-09-15,화,3132,79,209,676,422.0,밥,얼갈이된장국,닭간장볶음,855.0,421.0
1121,2020-09-16,수,3132,72,229,0,361.0,밥,매운닭개장,소고기계란장조림,953.0,362.0
1122,2020-09-17,목,3132,84,245,588,368.0,밥,스팸김치찌개,수제돈까스,797.0,504.0
1123,2020-09-18,금,3132,241,281,1,310.0,밥,콩비지찌개,갈치카레구이,570.0,256.0
1124,2020-09-21,월,3132,105,210,742,354.0,밥,소고기무국,오징어순대,1176.0,616.0
1125,2020-09-22,화,3132,99,224,600,342.0,밥,된장찌개,우불고기,908.0,384.0
1126,2020-09-23,수,3132,88,234,1,345.0,채소라면,김밥,가래떡오븐구이,970.0,412.0
1127,2020-09-24,목,3132,102,262,505,314.0,밥,홍합탕,등심찹쌀꿔바로우,739.0,392.0
1128,2020-09-25,금,3132,237,287,1,265.0,밥,근대국,고등어김치찜,540.0,230.0
1129,2020-09-28,월,3132,985,188,81,142.0,밥,우거지된장국,닭볶음탕,358.0,165.0
1130,2020-10-05,월,3008,91,131,825,292.0,밥,된장찌개,코코뱅,1252.0,595.0
1131,2020-10-06,화,3008,64,183,804,279.0,밥,콩나물국,돈육김치볶음,977.0,545.0
1132,2020-10-07,수,3008,54,232,6,292.0,밥,매운순대국밥,고추튀김*장,880.0,547.0
1133,2020-10-08,목,3008,88,225,734,249.0,밥,쇠고기무국,시래기삼치조림,923.0,345.0
1134,2020-10-12,월,3008,105,215,555,221.0,밥,유부주머니된장국,돈사태떡찜,1096.0,466.0
1135,2020-10-13,화,3008,72,248,534,188.0,밥,배추된장국,닭간장조림,839.0,420.0
1136,2020-10-14,수,3008,68,267,3,171.0,밥,어묵매운탕,등심돈까스,797.0,382.0
1137,2020-10-15,목,3008,97,269,898,175.0,케일쌈밥*씨앗쌈장,미역국,대패삼겹숙주볶음,793.0,400.0
1138,2020-10-16,금,3008,180,270,4,180.0,밥,짬뽕국,해물볶음우동,660.0,436.0
1139,2020-10-19,월,3008,143,211,588,135.0,밥,닭개장,삼치구이*데리야끼소스,1035.0,457.0
1140,2020-10-20,화,3008,84,241,518,144.0,꼬막비빔밥,우거지국,김말이강정,851.0,372.0
1141,2020-10-21,수,3008,107,239,6,160.0,밥,고추장찌개,소불고기,887.0,336.0
1142,2020-10-22,목,3008,116,271,791,162.0,밥,부대찌개,샤워크림새우,799.0,423.0
1143,2020-10-23,금,3008,223,283,2,135.0,밥,아욱국,고르곤졸라피자,648.0,389.0
1144,2020-10-26,월,3008,156,228,570,144.0,밥,순두부찌개,제육춘장볶음,1069.0,444.0
1145,2020-10-27,화,3008,105,265,496,136.0,애플카레라이스,우동국물,가지탕수,839.0,392.0
1146,2020-10-28,수,3008,105,287,3,138.0,밥,사골옹심이만둣국,스태프핫도그,791.0,293.0
1147,2020-10-29,목,3008,131,298,418,137.0,김주먹밥,잔치국수,쇠고기육전,667.0,388.0
1148,2020-10-30,금,3008,340,298,1,107.0,밥,컵라면&찐계란,순대채소볶음,398.0,259.0
1149,2020-11-02,월,3021,162,213,616,132.0,밥,열무된장국,주꾸미채소볶음,1150.0,498.0
1150,2020-11-03,화,3021,100,270,530,107.0,밥,온모밀국수,돈까스김치나베,810.0,356.0
1151,2020-11-04,수,3021,112,283,1,123.0,밥,콩나물국,순살닭강정,789.0,334.0
1152,2020-11-05,목,3021,114,306,464,116.0,밥,고기짬뽕국,자반고등어찜,596.0,422.0
1153,2020-11-06,금,3021,266,305,1,119.0,오뗄햄김밥,김치어묵탕,백종원의사라다빵,459.0,276.0
1154,2020-11-09,월,3021,144,241,691,131.0,밥,닭개장,삼치데리야끼구이,1076.0,430.0
1155,2020-11-10,화,3021,104,289,526,124.0,채소볶음밥,유부장국,자장소스,784.0,335.0
1156,2020-11-11,수,3021,105,303,1,115.0,밥,김칫국,간장마늘치킨,747.0,316.0
1157,2020-11-12,목,3021,125,308,464,105.0,밥,꽃게탕,우불고기볶음,678.0,319.0
1158,2020-11-13,금,3021,317,292,0,116.0,밥,계란파국,퀘사디아,529.0,226.0
1159,2020-11-16,월,3021,164,217,733,128.0,밥,옹심이만둣국,꽁채캔김치조림,1068.0,478.0
1160,2020-11-17,화,3021,112,274,691,119.0,밥,버섯육개장,몽골식돈육볶음&꽃빵,784.0,406.0
1161,2020-11-18,수,3021,93,282,0,123.0,밥,매운순대국,오징어굴소스볶음,774.0,305.0
1162,2020-11-19,목,3021,144,277,541,110.0,꼬치어묵매운탕,떡갈비주먹밥/추가밥,채소볶음우동,653.0,486.0
1163,2020-11-20,금,3021,343,292,0,147.0,밥,부대찌개,생선까스*타르타르소스,747.0,220.0
1164,2020-11-23,월,3021,198,208,899,261.0,밥,쇠고기미역국,방어양념장구이,1292.0,730.0
1165,2020-11-24,화,3021,202,181,878,357.0,밥,청양콩나물국,목살스테이크,1156.0,704.0
1166,2020-11-25,수,3021,206,191,3,387.0,＜자기,계발의,날＞,1146.0,0.0
1167,2020-11-26,목,3021,230,219,641,391.0,밥,우동국물,수제부들어묵잡채튀김,1034.0,606.0
1168,2020-11-27,금,3021,406,235,2,301.0,추가밥,황태국수,돈수육*쌈장,895.0,303.0
1169,2020-11-30,월,3021,253,148,798,345.0,밥,동태탕,아롱사태샐러드*들깨소스,1273.0,712.0
1170,2020-12-01,화,2990,204,161,878,408.0,마파두부,홍합짬뽕국,샤워크림새우,1324.0,685.0
1171,2020-12-02,수,2990,223,157,5,398.0,밥,계란파국,묵은지삼겹살찜,1188.0,523.0
1172,2020-12-03,목,2990,242,219,667,361.0,밥,맑은콩나물국,단호박치즈해물찜,1059.0,466.0
1173,2020-12-04,금,2990,427,233,3,292.0,밥,얼갈이된장국,낙지볶음*소면,858.0,197.0
1174,2020-12-07,월,2990,211,185,941,339.0,밥,옹심이감자국,치킨까스*데미소스,1317.0,742.0
1175,2020-12-08,화,2990,172,182,852,377.0,김치볶음밥,미소된장국,수제등심찹쌀꿔바로우,1138.0,679.0
1176,2020-12-09,수,2990,199,191,2,419.0,밥,부대찌개,해물볶음,994.0,384.0
1177,2020-12-10,목,2990,212,229,683,337.0,미트볼파스타*추가밥,유부장국,딤섬,975.0,518.0
1178,2020-12-11,금,2990,398,228,0,292.0,밥,컵라면&찐계란,수제오징어튀김,742.0,334.0
1179,2020-12-14,월,2990,221,142,892,336.0,밥,꼬치어묵매운탕,쇠고기청경채볶음,1329.0,666.0
1180,2020-12-15,화,2990,203,179,814,400.0,고추잡채덮밥,손수제비국,칠리가지탕수,1202.0,633.0
1181,2020-12-16,수,2990,195,187,1,359.0,밥,쇠고기무국,오징어떡볶음,1135.0,450.0
1182,2020-12-17,목,2990,226,184,653,334.0,밥,순두부백탕*양념장,제육간장불고기,1096.0,438.0
1183,2020-12-18,금,2990,403,196,1,307.0,밥,맑은버섯닭개장,참치김치볶음,917.0,274.0
1184,2020-12-21,월,2990,248,153,526,339.0,치킨마요덮밥,팽이장국,어떡햄,1256.0,327.0
1185,2020-12-22,화,2990,270,171,362,330.0,밥,아귀매운탕,돈갈비찜,984.0,319.0
1186,2020-12-23,수,2990,402,193,5,324.0,유부초밥,들깨미역국,페퍼로니치즈피자,768.0,354.0
1187,2020-12-24,목,2990,777,160,24,273.0,밥,장수제비,해물까스&타르타르D,591.0,131.0
1188,2021-01-04,월,2983,92,91,490,340.0,밥,부대찌개*라면사리,소고기콜라비조림,1405.0,598.0
1189,2021-01-05,화,2983,99,156,500,390.0,팟시금치무쌉,미니쌀국수,춘권*칠리소스,1128.0,484.0
1190,2021-01-06,수,2983,85,156,11,433.0,밥,고기짬뽕국,해물누룽지탕,1014.0,377.0
1191,2021-01-07,목,2983,98,182,413,421.0,밥,고추장찌개,인절미치킨,1040.0,342.0
1192,2021-01-08,금,2983,255,218,0,373.0,밥,감자양파국,돈육김치볶음,726.0,250.0
1193,2021-01-11,월,2983,105,158,517,369.0,밥,옹심이국,쇠고기숙주볶음,1257.0,451.0
1194,2021-01-12,화,2983,83,168,433,404.0,밥,맑은버섯국,순대들깨볶음,963.0,317.0
1195,2021-01-13,수,2983,80,175,8,393.0,알리오올리오/추가밥,가쓰오장국,수제치킨까스,913.0,360.0
1196,2021-01-14,목,2983,90,205,428,370.0,밥,홍합탕,오삼불고기,1038.0,439.0
1197,2021-01-15,금,2983,229,222,0,339.0,밥,순두부백탕,닭볶음탕,702.0,277.0
1198,2021-01-18,월,2983,67,163,509,357.0,밥,배추된장국,낙지미나리볶음,1277.0,460.0
1199,2021-01-19,화,2983,62,176,508,372.0,밥,북어짬뽕국,만가닥버섯불고기,1038.0,414.0
1200,2021-01-20,수,2983,75,198,4,391.0,김치볶음밥,미니쫄우동*맛살튀김,브로콜리깨소스무침,1093.0,421.0
1201,2021-01-21,목,2983,92,231,462,351.0,밥,쇠고기무국,삼치양념구이,832.0,353.0
1202,2021-01-22,금,2983,255,248,1,303.0,밥,수제비국,수제맛쵸킹탕수육,579.0,217.0
1203,2021-01-25,월,2983,107,153,616,327.0,밥,열무된장국,장어강정*데리야끼소스,1145.0,502.0
1204,2021-01-26,화,2983,69,183,551,362.0,할라피뇨멸치주먹밥,잔치국수,수제고기육전,1015.0,480.0
